priority	id	word	categories	disposition	evidence
P1	word_excel_cf18a497a692	colleagues	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	同事 | meaningDetailedZh为空 | colleagues: 同事；“colleague”的复数；
P1	word_excel_6dd792f8896c	scenes	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	场面 | meaningDetailedZh为空 | scenes: 场面
P1	word_excel_70110e841c95	origins	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	起源 | meaningDetailedZh为空 | origins: 起源；“origin”的复数；
P2	word_excel_a8b950670e7c	thieves	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	小偷；贼；窃贼 | meaningDetailedZh为空 | thieves: 小偷；贼；窃贼；“thief”的复数；
P1	word_excel_4a3484b3bf2f	kangaroo	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	袋鼠 | meaningDetailedZh为空 | kangaroo: 袋鼠
P1	word_excel_adefb4c28242	dinosaurs	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	恐龙 | meaningDetailedZh为空 | dinosaurs: 恐龙
P2	word_excel_f910a6600881	stranding	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	（船只）搁浅；（船只）搁浅 v. 使滞留，使搁浅( ) | meaningDetailedZh为空 | stranding: （船只）搁浅；（船只）搁浅 v. 使滞留，使搁浅( strand的现在分词 )；
P2	word_excel_ddc6e2b224d0	sub	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	替补队员；代替者 | meaningDetailedZh为空 | sub: 替补队员；代替者；
P1	word_excel_8d6aa946308a	gill	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	鳃 | meaningDetailedZh为空 | gill: 鳃
P1	word_excel_bf617a3e0303	olds	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	老者 | meaningDetailedZh为空 | olds: 老者
P1	word_excel_1c8d414e5d7c	coats	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	外套 | meaningDetailedZh为空 | coats: 外套
P1	word_excel_3104ff363241	lizards	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	蜥蜴 | meaningDetailedZh为空 | lizards: 蜥蜴
P2	word_excel_dd84d56cb274	conducted	missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	meaningDetailedZh为空 | conducted: unk. 实施；引导；带领； | 进行；实施；引导；指挥（conduct的过去式/过去分词）
P2	word_excel_8732d6327e25	underwater	definition_equals_meaning,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	在水下； adj. 水下的 | meaningDetailedZh为空 | underwater: 在水下； adj. 水下的；
P2	word_excel_8c279b58e430	zones	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	地带；地区 | meaningDetailedZh为空 | zones: 地带；地区；
P2	word_excel_80914f0274ce	invented	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	发明；编造； n. 发明，创造(和过去分词 ) | meaningDetailedZh为空 | invented: 发明；编造； n. 发明，创造( invent的过去式和过去分词 )；
P2	word_excel_c41d3f395586	weekdays	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	工作日；平日 | meaningDetailedZh为空 | weekdays: 工作日；平日；“weekday”的复数；
P1	word_excel_00b9298483d1	passengers	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	乘客 | meaningDetailedZh为空 | passengers: 乘客；“passenger”的复数；
P2	word_excel_af5e1459cf34	disappeared	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	不见，消失；不复存在；不见，消失(和过去分词 ) | meaningDetailedZh为空 | disappeared: 不见，消失；不复存在；不见，消失( disappear的过去式和过去分词 )；
P2	word_excel_29bb30173411	cot	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	有围栏的幼儿床；轻便小床 | meaningDetailedZh为空 | cot: 有围栏的幼儿床；轻便小床；
P2	word_excel_c0bb7ca763be	drugs	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	药物；毒品 | meaningDetailedZh为空 | drugs: 药物；毒品；“drug”的复数；
P2	word_excel_756e39972de5	souvenirs	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	纪念品 | meaningDetailedZh为空 | souvenirs: 纪念品；“souvenir“的复数
P2	word_excel_7851f3bc7950	performers	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	演出者；执行者
P2	word_excel_0f56ec1ebfec	contaminated	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	污染；弄脏和过去分词 | meaningDetailedZh为空 | contaminated: 污染；弄脏；“contaminate”的过去式和过去分词；
P1	word_excel_695252f664b9	pre	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	前 | meaningDetailedZh为空 | pre: 前
P1	word_excel_e1d2f6b3a44f	pipes	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	管道 | meaningDetailedZh为空 | pipes: 管道
P2	word_excel_8491e835a725	cyclists	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	骑自行车的人；自行车选手 | meaningDetailedZh为空 | cyclists: 骑自行车的人；自行车选手；“cyclist”的复数；
P2	word_excel_dc2ae85746a8	learners	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	学习者 | meaningDetailedZh为空 | learners: 学习者；“learner”的复数
P2	word_excel_ba451247dcf0	converted	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	转换；转变；变换和过去分词 | meaningDetailedZh为空 | converted: 转换；转变；变换；“convert”的过去式和过去分词；
P2	word_excel_e46e78872a6c	musicians	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	音乐家 | meaningDetailedZh为空 | musicians: 音乐家
P1	word_excel_e918fdbd8458	vacancies	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	空缺 | meaningDetailedZh为空 | vacancies: 空缺
P1	word_excel_7b12be43febc	components	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	部件 | meaningDetailedZh为空 | components: 部件；“component”的复数
P1	word_excel_b8d976ef0be9	eucalyptus	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	桉树 | meaningDetailedZh为空 | eucalyptus: 桉树
P2	word_excel_668b22024c17	handwriting	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	笔迹；手写 | meaningDetailedZh为空 | handwriting: 笔迹；手写；
P2	word_excel_99c39e827142	pedestrians	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	步行者；行人 | meaningDetailedZh为空 | pedestrians: 步行者；行人；
P2	word_excel_a6e8963e5206	specialises	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	i. 专门从事，专攻（形式） | meaningDetailedZh为空 | specialises: i. 专门从事，专攻（specialise的第三人称单数形式）
P2	word_excel_b9820eb8fe01	respondents	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	被调查者；受访者 | meaningDetailedZh为空 | respondents: 被调查者；受访者；“respondent”的复数；
P1	word_excel_be8a8a2b7448	qualifications	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	资格 | meaningDetailedZh为空 | qualifications: 资格；
P1	word_excel_2ac123112ceb	nets	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	网 | meaningDetailedZh为空 | nets: 网；“net”的复数；
P1	word_excel_3d7db37d08f9	files	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	文件 | meaningDetailedZh为空 | files: 文件；“file”的复数；
P2	word_excel_5e1dfccd55e0	chimps	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	（非洲）黑猩猩 | meaningDetailedZh为空 | chimps: （非洲）黑猩猩( chimp的名词复数 )
P1	word_excel_464f25cc8f05	slopes	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	山坡 | meaningDetailedZh为空 | slopes: 山坡
P2	word_excel_62ee6c11fbf8	victims	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	受害者；受灾者
P2	word_excel_1089f4de2dc2	barriers	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	路障；栅栏 | meaningDetailedZh为空 | barriers: 路障；栅栏；
P2	word_excel_012c94703cbf	neolithic	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	新石器时代的 | meaningDetailedZh为空 | neolithic: 新石器时代的
P2	word_excel_739ffeedc343	permitted	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	允许；允许(和过去分词 ) | meaningDetailedZh为空 | permitted: 允许；允许( permit的过去式和过去分词 )；
P2	word_excel_557229739595	overlooking	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	俯瞰；忽视 | meaningDetailedZh为空 | overlooking: 俯瞰；忽视；“overlook”的现在分词；
P1	word_excel_c6520d7c46b5	cows	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	奶牛 | meaningDetailedZh为空 | cows: 奶牛
P2	word_excel_c36579987225	defined	definition_equals_meaning,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	下定义和过去分词； adj. 明确的 | meaningDetailedZh为空 | defined: 下定义；“define”的过去式和过去分词； adj. 明确的；
P1	word_excel_6b545062fa2d	sailors	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	水手 | meaningDetailedZh为空 | sailors: 水手
P2	word_excel_11726b7cc848	revising	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	修订；修订( ) | meaningDetailedZh为空 | revising: 修订；修订( revise的现在分词 )；
P2	word_excel_2ebb92948019	assigned	definition_equals_meaning,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	分配；指派和过去分词； adj. 指定的 | meaningDetailedZh为空 | assigned: 分配；指派；“assign”的过去式和过去分词； adj. 指定的；
P1	word_excel_75503c371d60	carvings	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	雕刻 | meaningDetailedZh为空 | carvings: 雕刻
P2	word_excel_040f4c812d02	biscuits	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	<英>饼干；<英>饼干 | meaningDetailedZh为空 | biscuits: <英>饼干；<英>饼干( biscuit的名词复数 )；
P2	word_excel_dfe0975ae63c	turbines	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	涡轮机 | meaningDetailedZh为空 | turbines: 涡轮机
P2	word_excel_74eeafd5e799	followers	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	追随者 | meaningDetailedZh为空 | followers: 追随者
P2	word_excel_ba159dbf9d2f	candidates	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	候选人 | meaningDetailedZh为空 | candidates: 候选人
P2	word_excel_6d6e43fe2c4f	quantities	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	数量；量 | meaningDetailedZh为空 | quantities: 数量；量；“quantity”的复数；
P2	word_excel_6517eaddaaea	transformed	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	使改变形态；使改观 | meaningDetailedZh为空 | transformed: 使改变形态；使改观；transform的变形
P2	word_excel_c2bdb8d8cd2d	disadvantages	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	不利；劣势；短处 | meaningDetailedZh为空 | disadvantages: 不利；劣势；短处；“disadvantage”的复数；
P2	word_excel_f8bd2d352d8c	bins	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	垃圾桶 | meaningDetailedZh为空 | bins: 垃圾桶
P2	word_excel_d5803722f398	beats	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	节奏；拍子；（音乐的）节拍；（警察的）巡逻区域 | meaningDetailedZh为空 | beats: 节奏；拍子；（音乐的）节拍；（警察的）巡逻区域
P1	word_excel_219d9757b9f4	dozens	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	很多 | meaningDetailedZh为空 | dozens: 很多；“dozen”的复数；
P2	word_excel_e68237473d40	poured	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	倒；喷涌；（雨）倾盆而下和过去分词 | meaningDetailedZh为空 | poured: 倒；喷涌；（雨）倾盆而下；“pour”的过去式和过去分词；
P1	word_excel_a0f0934bfa07	malaria	meaning_too_thin,definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	疟疾
P1	word_excel_1bbc88eb10ff	carpets	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	地毯 | meaningDetailedZh为空 | carpets: 地毯；“carpet”的复数；
P2	word_excel_5979ee715aab	mammoths	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	猛犸象 | meaningDetailedZh为空 | mammoths: 猛犸象
P2	word_excel_fc7409dda640	recruits	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	新成员 | meaningDetailedZh为空 | recruits: 新成员；
P2	word_excel_607ffa76241b	dominated	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	统治；支配和过去分词 | meaningDetailedZh为空 | dominated: 统治；支配；“dominate”的过去式和过去分词；
P1	word_excel_ea2e8f199a0c	objectives	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	目标 | meaningDetailedZh为空 | objectives: 目标；“objective”的复数；
P2	word_excel_98a3241a4582	entertained	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	使娱乐；款待，招待；款待，招待(和过去分词 ) | meaningDetailedZh为空 | entertained: 使娱乐；款待，招待；款待，招待( entertain的过去式和过去分词 )；
P1	word_excel_8dc3432a0686	possessions	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	财产 | meaningDetailedZh为空 | possessions: 财产；“possession”的复数；
P2	word_excel_8813d73ee942	competitors	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	竞争对手
P2	word_excel_7a9c94a8c201	sap	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	树液； v. 使逐渐耗竭；使削弱 | meaningDetailedZh为空 | sap: 树液； v. 使逐渐耗竭；使削弱；
P1	word_excel_9093f2bb8d45	nuts	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	坚果 | meaningDetailedZh为空 | nuts: 坚果；“nut”的复数；
P1	word_excel_dc1f0389a9b4	jams	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	果酱 | meaningDetailedZh为空 | jams: 果酱
P1	word_excel_3f4c5abb2ecb	euros	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	欧元 | meaningDetailedZh为空 | euros: 欧元
P1	word_excel_42029ef21525	daisy	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	雏菊 | meaningDetailedZh为空 | daisy: 雏菊
P2	word_excel_7f094dec60da	eaters	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	食者；吃某种食物的人 | meaningDetailedZh为空 | eaters: 食者；吃某种食物的人；
P2	word_excel_27eb5e51506c	updated	definition_equals_meaning,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	更新和过去分词； adj. 最新的；更新的 | meaningDetailedZh为空 | updated: 更新；“update”的过去式和过去分词； adj. 最新的；更新的；
P2	word_excel_f064cf22460a	primates	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	灵长类 | meaningDetailedZh为空 | primates: 灵长类
P2	word_excel_527a110c8af6	settlers	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	殖民者；移居者 | meaningDetailedZh为空 | settlers: 殖民者；移居者；
P2	word_excel_68ad14065c55	comprised	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	由...组成；包含；由...组成 | meaningDetailedZh为空 | comprised: 由...组成；包含；由...组成（过去式和过去分词形式，通常用于被动语态，如 be comprised of）；
P2	word_excel_6834a85b7797	allergies	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	过敏症 | meaningDetailedZh为空 | allergies: 过敏症
P2	word_excel_a50f85c9fc5f	witnessed	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	是…的迹象；作证(和过去分词 ) | meaningDetailedZh为空 | witnessed: 是…的迹象；作证( witness的过去式和过去分词 )；
P2	word_excel_2bcb13a5a36a	composers	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	作曲家 | meaningDetailedZh为空 | composers: 作曲家；“composer”的复数；
P2	word_excel_d9fce63fa79b	classmates	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	同班同学 | meaningDetailedZh为空 | classmates: 同班同学
P2	word_excel_84ccbd85c2e9	supervised	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	监督，管理；监督，管理(和过去分词 ) | meaningDetailedZh为空 | supervised: 监督，管理；监督，管理( supervise的过去式和过去分词 )；
P1	word_excel_bfb1bd022729	boundaries	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	边界 | meaningDetailedZh为空 | boundaries: 边界
P2	word_excel_38b1ff0e0a34	threatened	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	威胁和过去分词 | meaningDetailedZh为空 | threatened: 威胁；“threaten”的过去式和过去分词；
P2	word_excel_87ce76dddd3d	stimulates	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	刺激；激励；促进 | meaningDetailedZh为空 | stimulates: 刺激；激励；促进；
P2	word_excel_84c3937be964	counselling	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	咨询服务； v. | meaningDetailedZh为空 | counselling: 咨询服务； v. “counsel”的现在分词；
P2	word_excel_ac8f8d8803cd	shakespeare	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	莎士比亚
P2	word_excel_8df1a4f96606	seventeenth	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	第十七的； n. 第十七 | meaningDetailedZh为空 | seventeenth: 第十七的； n. 第十七；
P2	word_excel_6b23fde3859b	archaeologists	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	考古学家 | meaningDetailedZh为空 | archaeologists: 考古学家
P1	word_excel_9af45e4d0f77	tons	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	吨 | meaningDetailedZh为空 | tons: 吨
P1	word_excel_18aa392c7f78	cakes	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	蛋糕 | meaningDetailedZh为空 | cakes: 蛋糕；“cake”的复数；
P2	word_excel_d5080414aac6	rolls	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	一卷；滚动 | meaningDetailedZh为空 | rolls: 一卷；滚动；
P2	word_excel_77f077151188	posed	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	使摆姿势；以…身份出现；招摇；使摆姿势(和过去分词 ) | meaningDetailedZh为空 | posed: 使摆姿势；以…身份出现；招摇；使摆姿势( pose的过去式和过去分词 )；
P2	word_excel_0a149844a7c9	logging	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	（木材）采运作业； v. 把……载入正式记录
P1	word_excel_11d2b274c76e	disputes	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	争论 | meaningDetailedZh为空 | disputes: 争论
P2	word_excel_5e81c0ea88d1	oriented	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	以…为导向的； v.和过去分词 | meaningDetailedZh为空 | oriented: 以…为导向的； v. “orient”的过去式和过去分词；
P2	word_excel_de848a69262a	archives	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	档案；档案室 | meaningDetailedZh为空 | archives: 档案；档案室；
P2	word_excel_c365d4ea2bcf	antarctic	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	南极的； n. 南极地区 | meaningDetailedZh为空 | antarctic: 南极的； n. 南极地区；
P1	word_excel_7af0b3e47c35	variables	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	变量 | meaningDetailedZh为空 | variables: 变量
P2	word_excel_3b1e3a30095e	regulated	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	调整；管制和过去分词 | meaningDetailedZh为空 | regulated: 调整；管制；“regulate”的过去式和过去分词；
P2	word_excel_12aea5f4cd61	riverside	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	河边；河畔 | meaningDetailedZh为空 | riverside: 河边；河畔；
P2	word_excel_70b27deb2ba8	dimensions	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	(长、宽、高等的）尺寸 | meaningDetailedZh为空 | dimensions: (长、宽、高等的）尺寸；
P2	word_excel_cfdd6c6595eb	lifeguards	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	救生员 | meaningDetailedZh为空 | lifeguards: 救生员
P1	word_excel_075ccb4f2934	rainforest	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	雨林 | meaningDetailedZh为空 | rainforest: 雨林
P1	word_excel_5a66978eb0b9	straightaway	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	立即 | meaningDetailedZh为空 | straightaway: 立即；
P2	word_excel_80822c900bdb	expectations	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	期望；估计；所希望的东西 | meaningDetailedZh为空 | expectations: 期望；估计；所希望的东西；“expectation”的复数；
P1	word_excel_94c47a2e13ac	illustrations	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	插图 | meaningDetailedZh为空 | illustrations: 插图
